id,hhb,hbo2,ca,na
10000,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10001,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10002,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10003,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10004,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10005,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10006,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10007,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10008,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10009,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10010,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10011,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10012,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10013,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10014,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10015,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10016,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10017,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10018,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10019,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10020,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10021,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10022,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10023,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10024,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10025,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10026,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10027,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10028,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10029,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10030,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10031,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10032,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10033,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10034,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10035,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10036,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10037,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10038,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10039,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10040,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10041,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10042,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10043,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10044,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10045,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10046,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10047,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10048,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10049,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10050,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10051,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10052,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10053,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10054,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10055,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10056,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10057,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10058,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10059,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10060,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10061,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10062,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10063,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10064,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10065,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10066,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10067,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10068,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10069,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10070,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10071,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10072,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10073,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10074,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10075,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10076,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10077,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10078,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10079,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10080,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10081,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10082,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10083,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10084,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10085,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10086,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10087,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10088,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10089,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10090,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10091,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10092,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10093,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10094,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10095,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10096,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10097,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10098,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10099,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10100,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10101,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10102,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10103,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10104,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10105,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10106,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10107,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10108,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10109,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10110,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10111,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10112,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10113,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
10114,7.99291068,4.009271139999999,9.019380060000005,3.042937880000008
